"Organism","Element ID","Element Description","Promoter","Transgenesis","Stage","Expression","Tissues","Genome Assembly","Element Coordinates"
"Mouse","mm1302.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Midbrain, Heart","mm10","chr9:102643318-102645182"
"Mouse","mm1302.0","reference","Hsp68","random","e14.5","positive","Facial mesenchyme, Limb","mm10","chr9:102643318-102645182"
"Mouse","mm1303.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:61532677-61537653"
"Mouse","mm1304.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr15:75646709-75649708"
"Mouse","mm1305.0","reference","Hsp68","random","e11.5","negative","","mm10","chr9:121301588-121305883"
"Mouse","mm1306.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:38196744-38201861"
"Mouse","mm1307.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain","mm10","chr13:34285394-34290493"
"Mouse","mm1308.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:97647212-97651215"
"Mouse","mm1309.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr11:117343025-117348116"
"Mouse","mm131.0","reference","Hsp68","random","e11.5","positive","Ear, Heart","mm10","chr5:132229152-132230360"
"Mouse","mm1310.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain","mm10","chr12:12707412-12712118"
"Mouse","mm1311.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:62611143-62615332"
"Mouse","mm1312.0","reference","Hsp68","random","e11.5","positive","Forebrain, Hindbrain","mm10","chr2:103623986-103627532"
"Mouse","mm1313.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr2:130489314-130493856"
"Mouse","mm1314.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain, Trigeminal V (ganglion, cranial)","mm10","chr6:91144563-91149338"
"Mouse","mm1315.0","reference","Hsp68","random","e11.5","positive","Forebrain, Hindbrain, Neural tube","mm10","chr16:23502808-23507356"
"Mouse","mm1316.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain","mm10","chr6:93818356-93823383"
"Mouse","mm1317.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain, Neural tube","mm10","chr1:97538497-97542741"
"Mouse","mm1318.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:50354039-50357303"
"Mouse","mm1319.0","reference","Hsp68","random","e11.5","negative","","mm10","chr18:5185222-5188225"
"Mouse","mm132.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Midbrain, Eye, Heart, Somite","mm10","chr13:46571320-46574349"
"Mouse","mm1320.0","reference","Hsp68","random","e11.5","negative","","mm10","chr7:80118294-80122263"
"Mouse","mm1321.0","reference","Hsp68","random","e11.5","positive","Nose, Heart, Other","mm10","chr6:39541755-39546349"
"Mouse","mm1322.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr18:65514203-65517793"
"Mouse","mm1323.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr11:98901653-98906641"
"Mouse","mm1324.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr2:84517965-84520803"
"Mouse","mm1325.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:31004939-31008077"
"Mouse","mm1326.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr17:30548540-30552550"
"Mouse","mm1327.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:121735097-121737629"
"Mouse","mm1328.0","reference","Hsp68","random","e11.5","positive","Limb, Forebrain, Midbrain, Other","mm10","chr2:101589988-101594341"
"Mouse","mm1329.0","reference","Hsp68","random","e11.5","positive","Nose, Other","mm10","chr18:34131298-34134370"
"Mouse","mm133.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:57650678-57652744"
"Mouse","mm1330.0","reference","Hsp68","random","e11.5","positive","Heart, Other","mm10","chr13:68571528-68575350"
"Mouse","mm1331.0","reference","Hsp68","random","e11.5","negative","","mm10","chr18:61348807-61352129"
"Mouse","mm1332.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:135256966-135260789"
"Mouse","mm1333.0","reference","Hsp68","random","e11.5","positive","Forebrain, Cranial nerve, Dorsal root ganglion","mm10","chr1:39945610-39950472"
"Mouse","mm1334.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr13:84781785-84785966"
"Mouse","mm1335.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Heart","mm10","chr8:78740521-78744323"
"Mouse","mm1336.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr8:87151207-87154296"
"Mouse","mm1337.0","reference","Hsp68","random","e11.5","positive","Liver","mm10","chr9:41071639-41074687"
"Mouse","mm1338.0","reference","Hsp68","random","e11.5","positive","Ear","mm10","chr12:5266438-5269568"
"Mouse","mm1339.0","reference","Hsp68","random","e11.5","negative","","mm10","chr16:37812647-37815565"
"Mouse","mm134.0","reference","Hsp68","random","e11.5","positive","Eye, Heart","mm10","chr1:184041270-184042762"
"Mouse","mm1340.0","reference","Hsp68","random","e11.5","positive","Limb, Forebrain, Hindbrain","mm10","chr5:77486940-77489925"
"Mouse","mm1341.0","reference","Hsp68","random","e11.5","positive","Limb, Forebrain, Midbrain, Hindbrain, Blood vessels","mm10","chr14:73233956-73236326"
"Mouse","mm1342.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:13003747-13006556"
"Mouse","mm1343.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr11:54879186-54884157"
"Mouse","mm1344.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr4:57536400-57540225"
"Mouse","mm1345.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:24216914-24220803"
"Mouse","mm1346.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr2:166019657-166023462"
"Mouse","mm1347.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chrX:99566578-99569308"
"Mouse","mm1348.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr11:107762173-107764184"
"Mouse","mm1349.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:77924762-77927516"
"Mouse","mm135.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:32065704-32067172"
"Mouse","mm1350.0","reference","Hsp68","random","e11.5","negative","","mm10","chr18:39229300-39231539"
"Mouse","mm1351.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Ear","mm10","chr19:53411035-53413469"
"Mouse","mm1352.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr16:32852084-32855869"
"Mouse","mm1353.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:145455166-145459586"
"Mouse","mm1354.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:33841539-33845598"
"Mouse","mm1355.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:75405255-75409484"
"Mouse","mm1356.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:101966725-101970386"
"Mouse","mm1357.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:31101599-31104444"
"Mouse","mm1358.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:68779329-68782031"
"Mouse","mm1359.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Heart, Other","mm10","chr12:79968630-79971892"
"Mouse","mm136.0","reference","Hsp68","random","e11.5","positive","Heart, Blood vessels, Other","mm10","chr8:27106327-27108431"
"Mouse","mm1360.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:122032210-122035024"
"Mouse","mm1361.0","reference","Hsp68","random","e11.5","positive","Limb, Forebrain, Heart, Blood vessels","mm10","chr16:37892144-37895218"
"Mouse","mm1362.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:11356668-11359383"
"Mouse","mm1363.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:127754802-127759066"
"Mouse","mm1364.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:112813562-112816924"
"Mouse","mm1365.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:63869819-63872427"
"Mouse","mm1366.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:118665477-118668878"
"Mouse","mm1367.0","reference","Hsp68","random","e11.5","positive","Midbrain, Hindbrain, Other","mm10","chr9:95812717-95815609"
"Mouse","mm1368.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr2:117427080-117430606"
"Mouse","mm1369.0","reference","Hsp68","random","e11.5","positive","Midbrain, Hindbrain, Other","mm10","chr1:158265467-158268046"
"Mouse","mm1370.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain","mm10","chr3:76465722-76469421"
"Mouse","mm1371.0","reference","Hsp68","random","e11.5","positive","Hindbrain, Neural tube","mm10","chr9:13697970-13700760"
"Mouse","mm1372.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr1:75288287-75291172"
"Mouse","mm1375.0","reference","Hsp68","random","e11.5","positive","Hindbrain, Neural tube","mm10","chr2:168693119-168695892"
"Mouse","mm1376.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain, Neural tube, Eye","mm10","chr13:12502078-12504879"
"Mouse","mm1377.0","reference","Hsp68","random","e11.5","positive","Somite","mm10","chr2:156813201-156816143"
"Mouse","mm1378.0","reference","Hsp68","random","e11.5","negative","","mm10","chr9:21556730-21559920"
"Mouse","mm1379.0","reference","Hsp68","random","e11.5","positive","Limb, Eye, Heart","mm10","chr7:34265155-34269793"
"Mouse","mm1380.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:45053671-45058470"
"Mouse","mm1381.0","reference","Hsp68","random","e11.5","negative","","mm10","chr19:10659775-10663888"
"Mouse","mm1382.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:69642709-69646964"
"Mouse","mm1383.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:50336190-50338926"
"Mouse","mm1384.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:103049822-103053302"
"Mouse","mm1385.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr8:89992683-89995450"
"Mouse","mm1386.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:114802640-114805326"
"Mouse","mm1387.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr4:132032113-132036152"
"Mouse","mm1388.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Nose, Forebrain, Midbrain, Hindbrain, Eye, Heart","mm10","chr3:51907571-51910645"
"Mouse","mm1389.0","reference","Hsp68","random","e11.5","negative","","mm10","chr17:4038923-4041381"
"Mouse","mm139.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr5:74361269-74363561"
"Mouse","mm1390.0","reference","Hsp68","random","e11.5","negative","","mm10","chr18:69546507-69549364"
"Mouse","mm1391.0","reference","Hsp68","random","e11.5","positive","Nose, Forebrain, Heart","mm10","chr2:132426454-132429102"
"Mouse","mm1392.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:98092572-98095417"
"Mouse","mm1393.0","reference","Hsp68","random","e11.5","positive","Blood vessels","mm10","chr12:79795794-79798372"
"Mouse","mm1394.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Hindbrain, Neural tube","mm10","chr8:116163758-116166268"
"Mouse","mm1395.0","reference","Hsp68","random","e11.5","positive","Forebrain, Neural tube","mm10","chrX:22897289-22900007"
"Mouse","mm1396.0","reference","Hsp68","random","e11.5","negative","","mm10","chr7:6850507-6853396"
"Mouse","mm1397.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr7:76437642-76440363"
"Mouse","mm1398.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:99272413-99275239"
"Mouse","mm1399.0","reference","Hsp68","random","e11.5","negative","","mm10","chrX:101985615-101988142"
"Mouse","mm14.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain","mm10","chr13:59090188-59094158"
"Mouse","mm140.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr10:20484902-20488767"
"Mouse","mm1400.0","reference","Hsp68","random","e11.5","positive","Tail, Trigeminal V (ganglion, cranial)","mm10","chr15:30511450-30513962"
"Mouse","mm1401.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain","mm10","chr7:135137921-135140618"
"Mouse","mm1402.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr2:170836029-170839441"
"Mouse","mm1403.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Forebrain, Midbrain, Hindbrain, Neural tube","mm10","chr13:39876693-39879433"
"Mouse","mm1405.0","reference","Hsp68","random","e11.5","negative","","mm10","chr7:134677970-134680502"
"Mouse","mm1406.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr9:120601909-120604533"
"Mouse","mm1407.0","reference","Hsp68","random","e11.5","positive","Heart, Somite","mm10","chr7:109706812-109711678"
"Mouse","mm1408.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme","mm10","chr13:15051771-15054203"
"Mouse","mm1409.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:15211568-15214241"
"Mouse","mm1410.0","reference","Hsp68","random","e11.5","positive","Forebrain, Hindbrain","mm10","chr13:15394345-15396348"
"Mouse","mm1411.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:15426016-15427617"
"Mouse","mm1412.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:15669941-15671197"
"Mouse","mm1414.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:71733534-71735706"
"Mouse","mm1415.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr3:89290190-89293211"
"Mouse","mm1416.0","reference","Hsp68","random","e11.5","positive","Nose, Forebrain, Midbrain","mm10","chr1:12509176-12511893"
"Mouse","mm1417.0","reference","Hsp68","random","e11.5","positive","Limb, Tail","mm10","chr15:102958891-102961092"
"Mouse","mm1418.0","reference","Hsp68","random","e11.5","negative","","mm10","chr15:37134363-37136775"
"Mouse","mm1419.0","reference","Hsp68","random","e11.5","positive","Midbrain, Neural tube, Dorsal root ganglion","mm10","chr15:37233265-37234689"
"Mouse","mm142.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:95355809-95358196"
"Mouse","mm1420.0","reference","Hsp68","random","e11.5","negative","","mm10","chr15:37719225-37721983"
"Mouse","mm1421.0","reference","Hsp68","random","e12.5","positive","Midbrain","mm10","chr2:38111182-38112669"
"Mouse","mm1422.0","reference","Hsp68","random","e12.5","positive","Nose, Forebrain, Midbrain, Eye","mm10","chr2:37841265-37843738"
"Mouse","mm1423.0","reference","Hsp68","random","e12.5","positive","Midbrain, Heart","mm10","chr2:105685942-105689101"
"Mouse","mm1424.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:12498904-12502083"
"Mouse","mm1425.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:97046110-97049224"
"Mouse","mm1426.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr10:21620701-21623524"
"Mouse","mm1427.0","reference","Hsp68","random","e12.5","positive","Forebrain, Midbrain","mm10","chr2:36011357-36011956"
"Mouse","mm1428.0","reference","Hsp68","random","e12.5","positive","Forebrain","mm10","chr2:36203132-36203821"
"Mouse","mm1429.0","reference","Hsp68","random","e12.5","positive","Forebrain, Midbrain","mm10","chr12:86071353-86071909"
"Mouse","mm143.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr3:104596935-104600599"
"Mouse","mm1430.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:139406493-139410944"
"Mouse","mm1431.0","reference","Hsp68","random","e11.5","negative","","mm10","chr12:112793503-112798697"
"Mouse","mm1432.0","reference","Hsp68","random","e11.5","negative","","mm10","chr18:76109275-76113141"
"Mouse","mm1433.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:24632835-24636759"
"Mouse","mm1434.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:6631980-6636494"
"Mouse","mm1435.0","reference","Hsp68","random","e11.5","positive","Limb, Midbrain, Dorsal root ganglion, Heart","mm10","chr3:90584033-90588912"
"Mouse","mm1436.0","reference","Hsp68","random","e12.5","positive","Midbrain, Eye","mm10","chr2:37818138-37819435"
"Mouse","mm1437.0","reference","Hsp68","random","e12.5","negative","","mm10","chr2:106083394-106084609"
"Mouse","mm1438.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:53216900-53220568"
"Mouse","mm1439.0","reference","Hsp68","random","e14.5","negative","","mm10","chr1:75038728-75042660"
"Mouse","mm144.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr5:120135778-120136934"
