Pubmed	Chromosome	Start_position	End_position	Enhancer_related_genes	Description	Species	Tissue_class	Experiment_class	Title	SNP_related	SNP_id	Disease	Cell_class	Enhancer_id	Enhancer_experiment	Enhancer_tar_ex_De	Enhancer_type	target_gene_strong_experiment	target_gene_weak_experiment	target_gene_experiment_description	target_gene_other_name	Enhancer_function	Enhancer_function_experiment	En_function_ex_de	TF_name	TF_other_name	Experiment	TF_experiment_de	SNP_position	SNP_experiment	Target_gene
29339538	chrX	53173366	53175366	KDM5C	Restoration of KDM5C significantly suppressed the tumorigenicity of CaSki cells, an HPV16-positive cervical cancer cell line.	human	Cervix	High+Lowthroughput	E6 Protein Expressed by High-Risk HPV Activates Super-Enhancers of the EGFR and c-MET Oncogenes by Destabilizing the Histone Demethylase KDM5C	否		human papillomaviruses	CaSki cell(human cervical cancer cell line)	E_01_0008	ChIP-seq,RNA-seq	Restoration of KDM5C significantly suppressed the tumorigenicity of CaSki cells, an HPV16-positive cervical cancer cell line.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			Restoration of KDM5C significantly suppressed the tumorigenicity of CaSki cells, an HPV16-positive cervical cancer cell line.	Immunohistochemical staining	Restoration of KDM5C significantly suppressed the tumorigenicity of CaSki cells, an HPV16-positive cervical cancer cell line.	KDM5C		ChIP-seq,RNA-seq	Restoration of KDM5C significantly suppressed the tumorigenicity of CaSki cells, an HPV16-positive cervical cancer cell line.			
29339121	chr8	144288666	144290666	HSF1	HSF1 was found to promote proliferation, migration and invasion of gastric cancer cells.	human	Gastric cancer tissues	High+Lowthroughput	HSF1, in association with MORC2, downregulates ArgBP2 via the PRC2 family in gastric cancer cells	否		gastric cancer	gastric cancer cell	E_01_0009	ChIP,Real-time PCR,Western blot	HSF1 was found to promote proliferation, migration and invasion of gastric cancer cells.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			HSF1 was found to promote proliferation, migration and invasion of gastric cancer cells.	Immunohistochemical staining	HSF1 was found to promote proliferation, migration and invasion of gastric cancer cells.	HSF1		ChIP,Real-time PCR,Western blot	HSF1 was found to promote proliferation, migration and invasion of gastric cancer cells.			
29339121	chr7	148804519	148806519	EZH2	EZH2, as the core and contributing catalytic subunit of PRC2, which is composed of EED	human	Gastric cancer tissues	High+Lowthroughput	HSF1, in association with MORC2, downregulates ArgBP2 via the PRC2 family in gastric cancer cells	否		gastric cancer	gastric cancer cell	E_01_0009	ChIP,Real-time PCR,Western blot	EZH2, as the core and contributing catalytic subunit of PRC2, which is composed of EED	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			EZH2, as the core and contributing catalytic subunit of PRC2, which is composed of EED	Immunohistochemical staining	EZH2, as the core and contributing catalytic subunit of PRC2, which is composed of EED	EZH2		ChIP,Real-time PCR,Western blot	EZH2, as the core and contributing catalytic subunit of PRC2, which is composed of EED			
29339121	chr22	30922434	30924434	MORC2	In view of this, we speculated that HSF1 may regulate ArgBP2 as well as associate with MORC2	human	Gastric cancer tissues	High+Lowthroughput	HSF1, in association with MORC2, downregulates ArgBP2 via the PRC2 family in gastric cancer cells	否		gastric cancer	gastric cancer cell	E_01_0009	ChIP,Real-time PCR,Western blot	In view of this, we speculated that HSF1 may regulate ArgBP2 as well as associate with MORC2	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	In view of this, we speculated that HSF1 may regulate ArgBP2 as well as associate with MORC2		In view of this, we speculated that HSF1 may regulate ArgBP2 as well as associate with MORC2	Immunohistochemical staining	In view of this, we speculated that HSF1 may regulate ArgBP2 as well as associate with MORC2			ChIP,Real-time PCR,Western blot				MORC2
29337370	chr16	28929378	28931378	CD19	GM12878 LCL and P3HR-1 Burkitt lymphoma cells stably expressing activating dCas9-VP64 were transduced with either control sgRNA or sgRNAs targeting the indicated genes(CD19 or CD86).	human	Lymphoid tissue bone marrow	High+Lowthroughput	Modulating Gene Expression in Epstein-Barr Virus (EBV)-Positive B Cell Lines with CRISPRa and CRISPRi	否		Epstein-Barr virus	B cell	E_01_0010	ChIP-seq,ChIA-PET,RT-PCR	GM12878 LCL and P3HR-1 Burkitt lymphoma cells stably expressing activating dCas9-VP64 were transduced with either control sgRNA or sgRNAs targeting the indicated genes(CD19 or CD86).	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	GM12878 LCL and P3HR-1 Burkitt lymphoma cells stably expressing activating dCas9-VP64 were transduced with either control sgRNA or sgRNAs targeting the indicated genes(CD19 or CD86).		GM12878 LCL and P3HR-1 Burkitt lymphoma cells stably expressing activating dCas9-VP64 were transduced with either control sgRNA or sgRNAs targeting the indicated genes(CD19 or CD86).	Immunohistochemical staining	GM12878 LCL and P3HR-1 Burkitt lymphoma cells stably expressing activating dCas9-VP64 were transduced with either control sgRNA or sgRNAs targeting the indicated genes(CD19 or CD86).			ChIP-seq,ChIA-PET,RT-PCR				CD19
29337370	chr3	122052540	122054540	CD86	GM12878 LCL and P3HR-1 Burkitt lymphoma cells stably expressing activating dCas9-VP64 were transduced with either control sgRNA or sgRNAs targeting the indicated genes(CD19 or CD86).	human	Lymphoid tissue bone marrow	High+Lowthroughput	Modulating Gene Expression in Epstein-Barr Virus (EBV)-Positive B Cell Lines with CRISPRa and CRISPRi	否		Epstein-Barr virus	B cell	E_01_0010	ChIP-seq,ChIA-PET,RT-PCR	GM12878 LCL and P3HR-1 Burkitt lymphoma cells stably expressing activating dCas9-VP64 were transduced with either control sgRNA or sgRNAs targeting the indicated genes(CD19 or CD86).	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			GM12878 LCL and P3HR-1 Burkitt lymphoma cells stably expressing activating dCas9-VP64 were transduced with either control sgRNA or sgRNAs targeting the indicated genes(CD19 or CD86).	Immunohistochemical staining	GM12878 LCL and P3HR-1 Burkitt lymphoma cells stably expressing activating dCas9-VP64 were transduced with either control sgRNA or sgRNAs targeting the indicated genes(CD19 or CD86).	CD86		ChIP-seq,ChIA-PET,RT-PCR	GM12878 LCL and P3HR-1 Burkitt lymphoma cells stably expressing activating dCas9-VP64 were transduced with either control sgRNA or sgRNAs targeting the indicated genes(CD19 or CD86).			
29334376	chr1	94526560	94528560	F3	We further show that genetic deletion of a single Met-VEL at the F3 locus blocks metastatic cell outgrowth in the lung.	human	Osteosarcoma	High+Lowthroughput	Positively selected enhancer elements endow osteosarcoma cells with metastatic competence	否		Osteosarcoma	osteosarcoma cell	E_01_0011	RNA-seq,ChIP–seq	We further show that genetic deletion of a single Met-VEL at the F3 locus blocks metastatic cell outgrowth in the lung.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	We further show that genetic deletion of a single Met-VEL at the F3 locus blocks metastatic cell outgrowth in the lung.		We further show that genetic deletion of a single Met-VEL at the F3 locus blocks metastatic cell outgrowth in the lung.	Immunohistochemical staining	We further show that genetic deletion of a single Met-VEL at the F3 locus blocks metastatic cell outgrowth in the lung.			RNA-seq,ChIP–seq				F3
29331299	chr16	29880720	29882720	Hes1	During the transition from osteoblasts to osteocytes, Hes1 is upregulated rather than Hes3 and Hes5, and Hes3 and Hes5 null mice display no skeletal phenotype, indicating that Hes1 is a major target of Notch signaling conduction in the skeleton	human,mouse	Bone	High+Lowthroughput	The regulatory roles of Notch in osteocyte differentiation via the crosstalk with canonical Wnt pathways during the transition of osteoblasts to osteocytes	否			osteocyte	E_02_0009	RT-qPCR,Western blot, transfection, Immunofluorescence	During the transition from osteoblasts to osteocytes, Hes1 is upregulated rather than Hes3 and Hes5, and Hes3 and Hes5 null mice display no skeletal phenotype, indicating that Hes1 is a major target of Notch signaling conduction in the skeleton	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	During the transition from osteoblasts to osteocytes, Hes1 is upregulated rather than Hes3 and Hes5, and Hes3 and Hes5 null mice display no skeletal phenotype, indicating that Hes1 is a major target of Notch signaling conduction in the skeleton		During the transition from osteoblasts to osteocytes, Hes1 is upregulated rather than Hes3 and Hes5, and Hes3 and Hes5 null mice display no skeletal phenotype, indicating that Hes1 is a major target of Notch signaling conduction in the skeleton	Immunohistochemical staining	During the transition from osteoblasts to osteocytes, Hes1 is upregulated rather than Hes3 and Hes5, and Hes3 and Hes5 null mice display no skeletal phenotype, indicating that Hes1 is a major target of Notch signaling conduction in the skeleton			RT-qPCR,Western blot, transfection, Immunofluorescence				Hes1
29331016	chr10	112947442	112949442	TCF7L2	The SNP rs7903146 at the transcription factor 7-like 2 (TCF7L2) locus is established as the strongest known genetic marker for type 2 diabetes via genome-wide association studies.	human	Liver	High+Lowthroughput	A candidate functional SNP rs7074440 in TCF7L2 alters gene expression through C-FOS in hepatocytes	是	rs7903146	type 2 diabetes	hepatocyte	E_01_0012	qRT-PCR,ChIP,Transfection	The SNP rs7903146 at the transcription factor 7-like 2 (TCF7L2) locus is established as the strongest known genetic marker for type 2 diabetes via genome-wide association studies.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			The SNP rs7903146 at the transcription factor 7-like 2 (TCF7L2) locus is established as the strongest known genetic marker for type 2 diabetes via genome-wide association studies.	Immunohistochemical staining	The SNP rs7903146 at the transcription factor 7-like 2 (TCF7L2) locus is established as the strongest known genetic marker for type 2 diabetes via genome-wide association studies.	TCF7L2		qRT-PCR,ChIP,Transfection	The SNP rs7903146 at the transcription factor 7-like 2 (TCF7L2) locus is established as the strongest known genetic marker for type 2 diabetes via genome-wide association studies.			
29327713	chr7	148804434	148806434	EZH2	EZH2 is an important enzymatic subunit of the epigenetic regulator polycomb repressive complex 2 (PRC2), which controls gene silencing through post-translational modification, and is overexpressed in various carcinomas and hematopoietic neoplasms.	human	Lymphoid tissue	High+Lowthroughput	Expression of enhancer of zeste homolog 2 (EZH2) protein in histiocytic and dendritic cell neoplasms with evidence for p-ERK1/2-related, but not MYC- or p-STAT3-related cell signaling	否		histiocytic and dendritic cell neoplasms	histiocytic and dendritic cell neoplasm cell	E_01_0013	Immunohistochemical staining	EZH2 is an important enzymatic subunit of the epigenetic regulator polycomb repressive complex 2 (PRC2), which controls gene silencing through post-translational modification, and is overexpressed in various carcinomas and hematopoietic neoplasms.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			EZH2 is an important enzymatic subunit of the epigenetic regulator polycomb repressive complex 2 (PRC2), which controls gene silencing through post-translational modification, and is overexpressed in various carcinomas and hematopoietic neoplasms.	Immunohistochemical staining	EZH2 is an important enzymatic subunit of the epigenetic regulator polycomb repressive complex 2 (PRC2), which controls gene silencing through post-translational modification, and is overexpressed in various carcinomas and hematopoietic neoplasms.	EZH2		Immunohistochemical staining	EZH2 is an important enzymatic subunit of the epigenetic regulator polycomb repressive complex 2 (PRC2), which controls gene silencing through post-translational modification, and is overexpressed in various carcinomas and hematopoietic neoplasms.			
29325110	chr5	56096484	56098484	ANKRD55	As an example, we found that rs71624119, shared with three other autoimmune diseases and located in a primed enhancer (H3K4me1) with potential binding for STAT transcription factors, significantly associates with ANKRD55 expression.	human	Lymphoid tissue	High+Lowthroughput	Impact of genetic risk loci for multiple sclerosis on expression of proximal genes in patients	是	rs71624119	multiple sclerosis	peripheral blood mononuclear cell	E_01_0014	RNA-Seq	As an example, we found that rs71624119, shared with three other autoimmune diseases and located in a primed enhancer (H3K4me1) with potential binding for STAT transcription factors, significantly associates with ANKRD55 expression.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	As an example, we found that rs71624119, shared with three other autoimmune diseases and located in a primed enhancer (H3K4me1) with potential binding for STAT transcription factors, significantly associates with ANKRD55 expression.		As an example, we found that rs71624119, shared with three other autoimmune diseases and located in a primed enhancer (H3K4me1) with potential binding for STAT transcription factors, significantly associates with ANKRD55 expression.	Immunohistochemical staining	As an example, we found that rs71624119, shared with three other autoimmune diseases and located in a primed enhancer (H3K4me1) with potential binding for STAT transcription factors, significantly associates with ANKRD55 expression.			RNA-Seq				ANKRD55
29323272	chr19	10958350	10960350	SMARCA4	Mutation of SMARCA4 (BRG1), the ATPase of BAF (mSWI/SNF) and PBAF complexes, contributes to a range of malignancies and neurologic disorders.	human	Tumor	High+Lowthroughput	Dominant-negative SMARCA4 mutants alter the accessibility landscape of tissue-unrestricted enhancers	否		Tumor	embryonic stem cell	E_01_0015	Western blot,ATAC-seq,ChIP-seq,RNA-seq	Mutation of SMARCA4 (BRG1), the ATPase of BAF (mSWI/SNF) and PBAF complexes, contributes to a range of malignancies and neurologic disorders.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			Mutation of SMARCA4 (BRG1), the ATPase of BAF (mSWI/SNF) and PBAF complexes, contributes to a range of malignancies and neurologic disorders.	Immunohistochemical staining	Mutation of SMARCA4 (BRG1), the ATPase of BAF (mSWI/SNF) and PBAF complexes, contributes to a range of malignancies and neurologic disorders.	SMARCA4		Western blot,ATAC-seq,ChIP-seq,RNA-seq	Mutation of SMARCA4 (BRG1), the ATPase of BAF (mSWI/SNF) and PBAF complexes, contributes to a range of malignancies and neurologic disorders.			
